Crops,Varieties,Season,Growth,Harvest,Market,District,Day,Month,Year,Min Price(Rs./Quintal),Max Price(Rs./Quintal),Modal Price(Rs./Quintal)
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,20,December,2022,2005,8609,8175
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,21,December,2022,2119,8585,8215
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,22,December,2022,509,9429,8242
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,26,December,2022,2005,8039,7559
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,27,December,2022,1027,8003,7475
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,28,December,2022,2015,8085,7520
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,29,December,2022,2015,8736,7642
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,30,December,2022,3015,8289,7894
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,31,December,2022,1009,8689,8081
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,1,June,2020,1000,4000,3568
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,2,June,2020,3250,3511,3434
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,3,June,2020,2756,3066,2911
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,4,June,2020,3272,4069,3639
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,5,June,2020,3265,3800,3711
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,8,June,2020,3209,4310,3829
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,11,June,2020,3066,4313,3933
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,12,June,2020,4070,4070,4070
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,15,June,2020,2900,4515,4090
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,16,June,2020,4242,4242,4242
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,18,June,2020,3363,4464,4134
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,20,June,2020,3450,3450,3450
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,24,June,2020,3869,3869,3869
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,25,June,2020,3414,4240,4030
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,29,June,2020,2679,4190,3906
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,30,June,2020,3571,3571,3571
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,14,June,2021,4500,4500,4500
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,17,June,2021,5000,5252,5107
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,18,June,2021,5000,5169,5084
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,21,June,2021,3000,4969,4794
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,24,June,2021,4040,5343,4738
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,2,June,2022,3030,9868,6962
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,6,June,2022,3262,11011,7801
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,13,June,2022,6171,10910,8731
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,16,June,2022,5666,7123,6555
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,20,June,2022,3350,9809,7179
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,27,June,2022,6234,6567,6438
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,30,June,2022,6896,9234,8766
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,2,July,2020,3450,4140,3863
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,3,July,2020,3800,3800,3800
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,6,July,2020,2501,3970,3822
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,9,July,2020,3439,3970,3752
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,13,July,2020,2756,3910,3732
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,16,July,2020,2386,4269,3672
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,5,July,2021,4769,5513,5334
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,8,July,2021,4689,5785,5608
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,26,July,2021,5676,6300,6001
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,29,July,2021,5770,5960,5865
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,4,July,2022,6666,9242,8103
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,7,July,2022,8509,8606,8561
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,11,July,2022,3029,7579,6025
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,14,July,2022,7382,7382,7382
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,18,July,2022,6363,7809,7400
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,21,July,2022,2101,7767,6466
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,25,July,2022,3200,8535,7615
Cotton,BT,Rabi,November-December,April-May,Kottur,Ballari,28,July,2022,7626,9359,8495
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,1,April,2020,800,1000,1000
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,4,April,2020,300,600,533
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,7,April,2020,400,600,450
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,8,April,2020,320,462,400
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,15,April,2020,330,734,528
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,22,April,2020,338,668,526
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,29,April,2020,600,800,800
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,30,April,2020,372,1200,746
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,7,April,2021,755,1856,1364
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,15,April,2021,1000,1460,1000
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,21,April,2021,800,1500,1200
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,28,April,2021,1020,1600,1200
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,6,April,2022,500,1420,800
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,13,April,2022,500,1400,600
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,20,April,2022,1050,2500,2000
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,21,April,2022,2565,2565,2565
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,27,April,2022,3200,5500,4545
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,6,May,2020,800,1100,1000
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,5,May,2021,500,600,600
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,12,May,2021,800,1100,1000
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,19,May,2021,350,700,645
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,26,May,2021,728,1450,780
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,4,May,2022,2000,2174,2000
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,11,May,2022,5000,6000,5100
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,18,May,2022,4000,5200,5000
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,25,May,2022,4100,7900,6000
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,26,May,2022,10000,10000,10000
Tomato,Arka Rakshak,Winter,November-December,February-March,Hassan,Hassan,27,May,2022,10000,10000,10000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,1,July,2020,1000,1600,1500
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,2,July,2020,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,9,July,2020,1200,1200,1200
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,15,July,2020,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,18,July,2020,2000,2000,2000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,19,July,2020,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,22,July,2020,1600,2000,1600
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,29,July,2020,1000,2000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,1,July,2021,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,4,July,2021,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,5,July,2021,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,8,July,2021,800,1000,800
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,15,July,2021,600,600,600
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,22,July,2021,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,29,July,2021,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,31,July,2021,800,800,800
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,10,July,2022,2000,2000,2000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,21,July,2022,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,4,August,2020,800,800,800
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,19,August,2020,1000,2000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,26,August,2020,2000,2000,2000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,30,August,2020,2850,2850,2850
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,12,August,2021,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,15,August,2021,600,600,600
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,18,August,2021,800,1000,800
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,19,August,2021,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,25,August,2021,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,26,August,2021,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,29,August,2021,800,800,800
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,3,August,2022,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,21,August,2022,1000,1000,1000
Tomato,Arka Abhay,Summer,February-March,May-June,Belur,Hassan,25,August,2022,1000,1000,1000
